city,lat,lng,country,population
Makassar,-5.1331,119.4136,Indonesia,1338663.0
Porto Alegre,-30.0328,-51.23,Brazil,1332845.0
Huangshan,29.7149,118.3376,China,1330565.0
Gaozhou,21.9244,110.8422,China,1328657.0
Barranquilla,10.9833,-74.8019,Colombia,1326588.0
Al Başrah,30.515,47.81,Iraq,1326564.0
Benxi,41.3039,123.7649,China,1326018.0
Saitama,35.8614,139.6456,Japan,1325843.0
Ahvāz,31.3047,48.6783,Iran,1325000.0
Guarulhos,-23.4667,-46.5333,Brazil,1324781.0
Leizhou,20.9143,110.0967,China,1321091.0
Juárez,31.745,-106.485,Mexico,1321004.0
Mandalay,21.9831,96.0844,Burma,1319452.0
Yangquan,37.8571,113.5804,China,1318505.0
Fuqing,25.7167,119.3833,China,1316000.0
Xintai,35.909,117.768,China,1315942.0
Wusong,30.945,117.811,China,1311726.0
Tongling,30.9456,117.8114,China,1311726.0
Calgary,51.05,-114.0667,Canada,1306784.0
Meerut,28.98,77.71,India,1305429.0
Jacksonville,30.3322,-81.6749,United States,1303156.0
Kuaidamao,41.7283,125.9397,China,1302778.0
Huazhou,21.664,110.6396,China,1291668.0
Milwaukee,43.0642,-87.9675,United States,1290221.0
Wuzhong,37.9978,106.1986,China,1284000.0
Belém,-1.4558,-48.5039,Brazil,1280614.0
Cacuaco,-8.8053,13.2444,Angola,1279488.0
Rosario,-32.9575,-60.6394,Argentina,1276000.0
Tangier,35.7767,-5.8039,Morocco,1275428.0
Antananarivo,-18.91,47.525,Madagascar,1275207.0
Canagatan,18.0,121.8,Philippines,1273219.0
Soweto,-26.2678,27.8585,South Africa,1271628.0
Providence,41.823,-71.4187,United States,1270529.0
Xiantao,30.328,113.443,China,1268715.0
Jabalpur,23.1667,79.9333,India,1267564.0
Huaiyin,33.5819,119.028,China,1264000.0
Yutan,28.278,112.552,China,1263332.0
Kazan,55.7964,49.1089,Russia,1259173.0
Bagam,1.13,104.0531,Indonesia,1256610.0
Dayan,26.8552,100.2259,China,1253878.0
Comayagüela,14.098,-87.21,Honduras,1250000.0
Brussels,50.8467,4.3525,Belgium,1249597.0
Laiwu,36.1833,117.6667,China,1248636.0
Huazhou,32.688,112.087,China,1247807.0
Sharjah,25.3575,55.3908,United Arab Emirates,1247749.0
Kalyān,19.24,73.13,India,1246381.0
Rucheng,32.246,120.591,China,1241700.0
Barquisimeto,10.0636,-69.3347,Venezuela,1240714.0
Yongcheng,33.9299,116.45,China,1240382.0
Sumedang,-6.84,107.9208,Indonesia,1240000.0
Cần Thơ,10.0333,105.7833,Vietnam,1237300.0
Suwon,37.2667,127.0167,"Korea, South",1234300.0
Yiwu,29.3069,120.0753,China,1234015.0
Vasai-Virar,19.47,72.8,India,1221233.0
Campinas,-22.9009,-47.0573,Brazil,1213792.0
Dadukou,26.5824,101.7184,China,1212203.0
Lingcheng,22.708,110.354,China,1211637.0
Shuangyashan,46.6762,131.1416,China,1208803.0
Nizhniy Novgorod,56.3269,44.0075,Russia,1204985.0
Pānīpat,29.3875,76.97,India,1202811.0
Qom,34.64,50.8764,Iran,1201158.0
Mombasa,-4.05,39.6667,Kenya,1200000.0
Hargeysa,9.56,44.065,Somalia,1200000.0
Baidoa,3.1167,43.65,Somalia,1200000.0
Vārānasi,25.3189,83.0128,India,1198491.0
Hiroshima,34.3914,132.4519,Japan,1198021.0
Chiang Mai,18.7953,98.9986,Thailand,1198000.0
Belgrade,44.8178,20.4569,Serbia,1197714.0
Maiduguri,11.8372,13.1542,Nigeria,1197497.0
Kalleli,9.2807,76.8697,India,1197412.0
Batam Centre,1.1272,104.0556,Indonesia,1196396.0
Pingdu,36.7769,119.9884,China,1191348.0
Rongcheng,26.218,104.103,China,1189813.0
Mbandaka,0.0478,18.2558,Congo (Kinshasa),1187837.0
Xinyu,27.8186,114.9167,China,1186700.0
Doha,25.2867,51.5333,Qatar,1186023.0
Shymkent,42.3167,69.5958,Kazakhstan,1184113.0
Tripoli,32.8872,13.1914,Libya,1183000.0
Srīnagar,34.09,74.79,India,1180570.0
Nashville,36.1715,-86.7842,United States,1178679.0
Chelyabinsk,55.1547,61.3758,Russia,1177058.0
Aurangābād,19.88,75.32,India,1175116.0
Cilacap,-7.7167,109.017,Indonesia,1174964.0
Xinhualu,34.3964,113.7402,China,1172237.0
Salt Lake City,40.7776,-111.9311,United States,1169033.0
Guankou,28.1637,113.6433,China,1168056.0
Bandar Lampung,-5.45,105.2667,Indonesia,1166761.0
Dhanbād,23.7998,86.4305,India,1162472.0
Nay Pyi Taw,19.7475,96.115,Burma,1160242.0
Aba,5.1167,7.3667,Nigeria,1160000.0
Jingling,30.664,113.167,China,1158640.0
Zhuji,29.7167,120.2333,China,1157938.0
Tegucigalpa,14.1057,-87.204,Honduras,1157509.0
Kigali,-1.9536,30.0606,Rwanda,1156663.0
Samara,53.2028,50.1408,Russia,1156659.0
Yingtan,28.2721,117.0395,China,1154223.0
Edmonton,53.5344,-113.4903,Canada,1151635.0
Raleigh,35.8324,-78.6429,United States,1150010.0
Bishkek,42.8667,74.5667,Kyrgyzstan,1145044.0
Bujumbura,-3.3833,29.3667,Burundi,1143202.0
Guyuan,36.01,106.257,China,1142142.0
Leiyang,26.4223,112.8598,China,1140675.0
Krasnodar,45.0333,38.9667,Russia,1138654.0
Rostov,47.2225,39.71,Russia,1135968.0
Maputo,-25.9153,32.5764,Mozambique,1133200.0
Bukavu,-2.5061,28.8608,Congo (Kinshasa),1133000.0
Amritsar,31.64,74.86,India,1132383.0
Shagamu,6.8333,3.65,Nigeria,1132270.0
Alīgarh,27.88,78.08,India,1131160.0
Zhangye,38.9248,100.4499,China,1131016.0
Ufa,54.7261,55.9475,Russia,1128787.0
Santo Domingo,18.4764,-69.8933,Dominican Republic,1128678.0
Ulsan,35.55,129.3167,"Korea, South",1127553.0
Rongcheng,29.8402,112.9048,China,1120822.0
Tbilisi,41.7225,44.7925,Georgia,1118035.0
Guwāhāti,26.1722,91.7458,India,1116267.0
Fès,34.0433,-5.0033,Morocco,1112072.0
Yingchuan,34.142,113.489,China,1109782.0
Ninh Bình,20.25,105.8333,Vietnam,1106913.0
Yerevan,40.1814,44.5144,Armenia,1106300.0
Mwanza,-2.5167,32.9,Tanzania,1104521.0
Omsk,54.9833,73.3667,Russia,1104485.0
Mexicali,32.6633,-115.4678,Mexico,1102342.0
Sevilla,37.39,-5.99,Spain,1100000.0
Ikare,7.5167,5.75,Nigeria,1099931.0
Dingzhou,38.516,114.99,China,1095986.0
Tamale,9.4075,-0.8533,Ghana,1095808.0
Yuyao,30.05,121.15,China,1095000.0
Goiânia,-16.6806,-49.2564,Brazil,1093007.0
Krasnoyarsk,56.0089,92.8719,Russia,1092851.0
Cologne,50.9364,6.9528,Germany,1087353.0
Ubungo,-6.7889,39.2056,Tanzania,1086912.0
Yicheng,31.36,119.815,China,1082929.0
Richmond,37.5295,-77.4756,United States,1081248.0
Kisangani,0.5167,25.2,Congo (Kinshasa),1081000.0
Ezhou,30.3914,114.8949,China,1079353.0
Astana,51.1472,71.4222,Kazakhstan,1078362.0
Zhufeng,36.0,119.4167,China,1078178.0
Nezahualcóyotl,19.4081,-99.0186,Mexico,1077208.0
Nouakchott,18.0858,-15.9785,Mauritania,1077169.0
Hāora,22.58,88.3294,India,1077075.0
Tongjin,37.2333,127.2,"Korea, South",1076369.0
Rānchi,23.36,85.33,India,1073440.0
Ciudad Nezahualcóyotl,19.4006,-99.0148,Mexico,1072676.0
Gwalior,26.2125,78.1775,India,1069276.0
Ottawa,45.4247,-75.695,Canada,1068821.0
Haicheng,40.8824,122.6852,China,1067905.0
Jianguang,28.1958,115.7833,China,1065641.0
Goyang,37.65,126.8,"Korea, South",1061929.0
Sendai,38.2682,140.8694,Japan,1061177.0
Xibeijie,39.7334,98.4943,China,1055706.0
Chandīgarh,30.75,76.78,India,1055450.0
Voronezh,51.6717,39.2106,Russia,1051995.0
Managua,12.1364,-86.2514,Nicaragua,1051236.0
Zhongwei,37.5002,105.1968,China,1046000.0
Jiancheng,30.38,104.53,China,1045900.0
Mersin,36.8,34.6333,Turkey,1040507.0
Shouguang,36.857,118.791,China,1039205.0
Liangshi,27.26,111.7442,China,1038416.0
São Luís,-2.53,-44.3028,Brazil,1037775.0
Jodhpur,26.28,73.02,India,1033918.0
Memphis,35.1087,-89.9663,United States,1033394.0
Matola,-25.9667,32.4667,Mozambique,1032197.0
Ogbomoso,8.1333,4.25,Nigeria,1032000.0
Sanya,18.2533,109.5036,China,1031396.0
Rangapukur,25.5206,89.2147,Bangladesh,1031388.0
Ashgabat,37.9375,58.38,Turkmenistan,1030063.0
Enugu,6.5,7.5,Nigeria,1029400.0
Linhai,28.85,121.1167,China,1028813.0
Perm,58.0,56.3167,Russia,1026908.0
Shubrā al Khaymah,30.1286,31.2422,Egypt,1025569.0
Monrovia,6.3133,-10.8014,Liberia,1021762.0
Islamabad,33.6931,73.0639,Pakistan,1014825.0
Xinyi,22.3549,110.9468,China,1013900.0
Thủ Đức,10.8266,106.7609,Vietnam,1013795.0
Āqchah,36.9114,66.1858,Afghanistan,1012000.0
Odesa,46.492,30.7081,Ukraine,1010537.0
Raipur,21.2444,81.6306,India,1010087.0
Namangan,41.0011,71.6683,Uzbekistan,1010000.0
Changwon,35.2708,128.6631,"Korea, South",1009998.0
Arequipa,-16.3989,-71.5369,Peru,1008290.0
Tshikapa,-6.4167,20.8,Congo (Kinshasa),1006387.0
Volgograd,48.7086,44.5147,Russia,1004763.0
Morelia,19.7683,-101.1894,Mexico,1002461.0
Kota,25.18,75.83,India,1001694.0
Quetta,30.1833,67.0,Pakistan,1001205.0
Oklahoma City,35.4676,-97.5136,United States,1000207.0
Domaa-Ahenkro,7.2739,-2.8735,Ghana,1000000.0
Bareilly,28.3667,79.4306,India,1000000.0
Liaoyuan,42.888,125.1447,China,996903.0
Stockholm,59.3275,18.0547,Sweden,995574.0
Bordeaux,44.84,-0.58,France,994920.0
Taixing,32.159,120.029,China,990200.0
Lilongwe,-13.9669,33.7873,Malawi,989318.0
Port-au-Prince,18.5425,-72.3386,Haiti,987310.0
Esenyurt,41.0342,28.68,Turkey,983571.0
Pekanbaru,0.5092,101.4453,Indonesia,983356.0
Bogor,-6.5966,106.7972,Indonesia,982469.0
Ciudad Guayana,8.3667,-62.65,Venezuela,978202.0
Chiba,35.6073,140.1064,Japan,975014.0
Kirkuk,35.4667,44.4,Iraq,975000.0
Shuizhai,33.4658,114.8753,China,973197.0
Qianxi,27.0087,106.0323,China,970700.0
Hartford,41.7661,-72.6834,United States,969171.0
Dnipro,48.4675,35.04,Ukraine,968502.0
Baishan,41.944,126.4147,China,968373.0
Nārāyanganj,23.6167,90.5,Bangladesh,967951.0
Gqeberha,-33.9581,25.6,South Africa,967677.0
Huilong,31.87,121.703,China,967313.0
Málaga,36.7194,-4.42,Spain,967250.0
Marrakech,31.63,-8.0089,Morocco,966987.0
Louisville,38.1663,-85.6485,United States,965005.0
Cebu City,10.32,123.75,Philippines,964169.0
Asmara,15.3358,38.9411,Eritrea,963000.0
Coimbatore,11.0008,76.9633,India,959823.0
Maceió,-9.6658,-35.735,Brazil,957916.0
Nada,19.5209,109.5808,China,954259.0
Fangchenggang,21.6867,108.3547,China,953300.0
Solāpur,17.68,75.92,India,951558.0
Freetown,8.4833,-13.2331,Sierra Leone,951000.0
Kaiyuan,36.0193,113.86,China,950939.0
Buffalo,42.9018,-78.8487,United States,949547.0
Santo Domingo Este,18.4855,-69.8734,Dominican Republic,948855.0
Vientiane,17.98,102.63,Laos,948487.0
Kermānshāh,34.3369,47.0911,Iran,946651.0
Kibanseke Première,-4.4419,15.395,Congo (Kinshasa),946372.0
Seberang Jaya,5.3909,100.4104,Malaysia,946092.0
Sale,34.0333,-6.8,Morocco,945101.0
Hubli,15.3502,75.1376,India,943788.0
El Alto,-16.5047,-68.1633,Bolivia,943000.0
Çankaya,39.9244,32.8856,Turkey,942553.0
Hwasu-dong,37.1997,126.8314,"Korea, South",941489.0
Yingcheng,24.21,113.401,China,941325.0
Fort Worth,32.7817,-97.3474,United States,941311.0
Setagaya,35.6466,139.6532,Japan,940071.0
Keçiören,40.0,32.8667,Turkey,939279.0
Luocheng,22.7689,111.5697,China,936931.0
Jerusalem,31.7789,35.2256,Israel,936425.0
Khartoum North,15.6333,32.6333,Sudan,936349.0
Meishan,34.167,112.844,China,936000.0
Mushin,6.5333,3.35,Nigeria,935400.0
Trujillo,-8.112,-79.0288,Peru,935147.0
Kitakyūshū,33.8833,130.8833,Japan,935084.0
Aguascalientes,21.876,-102.296,Mexico,934424.0
Khulna,22.8167,89.55,Bangladesh,928891.0
Chihuahua,28.6369,-106.0769,Mexico,925762.0
Bridgeport,41.1918,-73.1954,United States,921660.0
Xin’an,34.286,118.355,China,920628.0
Mysore,12.3086,76.6531,India,920550.0
Kashgar,39.4681,75.9938,China,920000.0
Sŏngnam,37.4333,127.15,"Korea, South",918771.0
New Orleans,30.0687,-89.9288,United States,918752.0
Trichinopoly,10.7903,78.7047,India,916857.0
Cartagena,10.4,-75.5,Colombia,914552.0
Qingzhou,36.6853,118.4796,China,914047.0
Naples,40.8358,14.2486,Italy,913462.0
Santiago del Estero,-27.7833,-64.2667,Argentina,911506.0
Naucalpan de Juárez,19.4753,-99.2378,Mexico,910407.0
Masbate,12.27,123.58,Philippines,908920.0
Owerri,5.485,7.035,Nigeria,908109.0
Taishan,22.252,112.794,China,907744.0
Jiaozhou,36.2647,120.0334,China,907500.0
Wuchuan,21.441,110.779,China,907354.0
Wafangdian,39.6271,121.9796,China,905082.0
La Plata,-34.9211,-57.9544,Argentina,904789.0
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,903887.0
Ad Dammām,26.4333,50.1,Saudi Arabia,903312.0
Hanchuan,30.6667,113.8333,China,903296.0
Quzhou,28.9702,118.8593,China,902767.0
Donetsk,48.0028,37.8053,Ukraine,901645.0
Ashmūn,30.2974,30.9764,Egypt,901191.0
Bunia,1.5667,30.25,Congo (Kinshasa),900666.0
Wuchang,44.924,127.158,China,897705.0
São Gonçalo,-22.8269,-43.0539,Brazil,896744.0
Hengzhou,22.6799,109.2614,China,896099.0
Feicheng,36.1861,116.7719,China,894115.0
Bucaramanga,7.1333,-73.0,Colombia,893040.0
Cazenga,-8.8214,13.2911,Angola,892401.0
Mérida,20.9667,-89.6167,Mexico,892363.0
Hegang,47.3501,130.298,China,891271.0
Osmangazi,40.1983,29.06,Turkey,891250.0
Morādābād,28.8319,78.7764,India,889810.0
Bangui,4.3733,18.5628,Central African Republic,889231.0
Abeokuta,7.1608,3.3483,Nigeria,888924.0
Cancún,21.1606,-86.8475,Mexico,888797.0
Zaoyang,32.129,112.772,China,888794.0
Dongtai,32.795,120.519,China,888410.0
Antipolo,14.5842,121.1763,Philippines,887399.0
Taguig City,14.52,121.05,Philippines,886722.0
Tabūk,28.3972,36.5789,Saudi Arabia,886036.0
Xishan,27.6461,113.497,China,885987.0
Zhoushan,29.9856,122.2074,China,882932.0
Panama City,8.9711,-79.5347,Panama,880691.0
Tucson,32.1541,-110.8787,United States,879871.0
Yichun,47.728,128.841,China,878881.0
As Sulaymānīyah,35.55,45.4333,Iraq,878146.0
Klang,3.0223,101.5481,Malaysia,878000.0
Tiruppūr,11.1085,77.3411,India,877778.0
Marseille,43.2964,5.37,France,877215.0
Gurgaon,28.456,77.029,India,876824.0
Yangchun,22.1704,111.7916,China,875896.0
Ar Ramādī,33.4258,43.2992,Iraq,874543.0
Hai’an,32.535,120.563,China,874334.0
Jalandhar,31.326,75.5762,India,873725.0
Daye,30.0961,114.9804,China,871214.0
Zhongxiang,31.168,112.588,China,868897.0
Gaomi,36.3833,119.75,China,868715.0
Teresina,-5.0903,-42.8167,Brazil,868075.0
Lhasa,29.6534,91.1719,China,867891.0
Ipoh,4.6,101.065,Malaysia,866772.0
Saltillo,25.4231,-100.9919,Mexico,864431.0
Aden,12.8,45.0333,Yemen,863000.0
El Paso,31.8476,-106.43,United States,862494.0
Gongzhuling,43.5053,124.8224,China,862313.0
Lianyuan,27.692,111.664,China,862099.0
Ikeja,6.6,3.35,Nigeria,861300.0
Tyumen,57.15,65.5333,Russia,861100.0
Cochabamba,-17.3883,-66.1597,Bolivia,856198.0
Portsmouth,50.8058,-1.0872,United Kingdom,855679.0
Southampton,50.9025,-1.4042,United Kingdom,855569.0
Hermosillo,29.0989,-110.9542,Mexico,855563.0
Cheongju,36.6333,127.4833,"Korea, South",852018.0
Shache,38.4261,77.25,China,851374.0
Thanh Hóa,19.8075,105.7764,Vietnam,850000.0
Macheng,31.173,115.008,China,849090.0
Akure,7.25,5.195,Nigeria,847903.0
Ilorin,8.5,4.55,Nigeria,847582.0
Erbil,36.1911,44.0094,Iraq,846000.0
Kathmandu,27.71,85.32,Nepal,845767.0
Turin,45.0792,7.6761,Italy,841600.0
Anqiu,36.478,119.219,China,840553.0
Yuci,37.6823,112.7281,China,840000.0
Dehui,44.535,125.703,China,839786.0
Pietermaritzburg,-29.6167,30.3833,South Africa,839327.0
Durban,-29.8833,31.05,South Africa,838634.0
Saratov,51.53,46.035,Russia,838042.0
Bhubaneshwar,20.27,85.84,India,837737.0
Yushu,44.826,126.55,China,836098.0
João Pessoa,-7.12,-34.88,Brazil,833932.0
Samarinda,-0.5,117.1378,Indonesia,831460.0
Omaha,41.2627,-96.0529,United States,826161.0
Qingping,34.539,113.391,China,826031.0
Rongjiawan,29.15,113.1024,China,826000.0
Weichanglu,37.1792,119.9333,China,824708.0
Sakai,34.5733,135.4831,Japan,824408.0
Eskişehir,39.7767,30.5206,Turkey,820568.0
Renqiu,38.686,116.084,China,816401.0
Wutong,30.6333,120.5333,China,815848.0
Barcelona,10.1403,-64.6833,Venezuela,815141.0
Wu’an,36.697,114.204,China,811631.0
São Bernardo do Campo,-23.6939,-46.565,Brazil,810729.0
McAllen,26.2252,-98.2467,United States,810034.0
Narela,28.85,77.1,India,809913.0
Bhayandar,19.29,72.85,India,809378.0
Culiacán,24.8069,-107.3939,Mexico,808416.0
N’Djamena,12.1053,15.0447,Chad,807000.0
Xiashi,30.5333,120.6833,China,806966.0
Cúcuta,7.8942,-72.5039,Colombia,806378.0
Danyang,32.0,119.586,China,806300.0
Dongyang,29.2667,120.2167,China,804398.0
Kraków,50.0614,19.9372,Poland,804237.0
Oran,35.6969,-0.6331,Algeria,803329.0
Pasig City,14.5605,121.0765,Philippines,803159.0
Thessaloníki,40.6403,22.9356,Greece,802572.0
Blantyre,-15.7861,35.0058,Malawi,800264.0
Palermo,2.8917,-75.4375,Colombia,800000.0
Qamdo,31.143,97.17,China,798067.0
Karīmnagar,18.4386,79.1288,India,797447.0
Libreville,0.3901,9.4544,Gabon,797003.0
Hejian,38.4466,116.0995,China,795198.0
Seyhan,36.9831,35.3328,Turkey,795012.0
Laiyang,36.9758,120.7136,China,794986.0
Querétaro,20.5875,-100.3928,Mexico,794789.0
Wuxi,26.58,111.841,China,791939.0
Yiyang,26.4221,112.3999,China,790676.0
Niigata,37.9161,139.0364,Japan,790646.0
Vinh,18.6667,105.6667,Vietnam,790000.0
Puxi,35.2125,114.735,China,789300.0
Hempstead,40.6629,-73.6089,United States,789177.0
Hamamatsu,34.7108,137.7275,Japan,788211.0
Zijinglu,34.7667,112.9667,China,785242.0
Kumila,35.25,73.5,Pakistan,784711.0
Xingyi,25.092,104.8955,China,783120.0
Xingcheng,24.1347,115.73,China,779411.0
Birmingham,33.5279,-86.7971,United States,778756.0
Ailan Mubage,43.908,81.2777,China,778047.0
Lubango,-14.9167,13.5,Angola,776249.0
Frankfurt,50.1106,8.6822,Germany,775790.0
Homs,34.7319,36.7181,Syria,775404.0
Bilbao,43.2569,-2.9236,Spain,775000.0
San Luis Potosí,22.1511,-100.9761,Mexico,772828.0
Bucheon,37.5,126.7833,"Korea, South",772450.0
Fuyang,30.0553,119.95,China,771000.0
Korla,41.7259,86.1746,China,770000.0
Khŭjand,40.2833,69.6333,Tajikistan,770000.0
Hamhŭng,39.9167,127.5333,"Korea, North",768551.0
Erzurum,39.9086,41.2769,Turkey,767848.0
Albuquerque,35.1054,-106.6465,United States,767499.0
Zagreb,45.8131,15.9772,Croatia,767131.0
Al ‘Ayn,24.2075,55.7447,United Arab Emirates,766936.0
Dodoma,-6.1731,35.7419,Tanzania,765179.0
Pikine,14.744,-17.4021,Senegal,764597.0
Patiāla,30.34,76.38,India,763280.0
Bahawalpur,29.3956,71.6836,Pakistan,762111.0
Qingnian,36.8494,115.7061,China,760781.0
Sanhe,40.0167,117.0833,China,760107.0
Kaduna,10.5167,7.4333,Nigeria,760084.0
Winnipeg,49.8844,-97.1464,Canada,758515.0
Baardheere,2.3447,42.2764,Somalia,755500.0
Shīshgarh,28.72,79.32,India,753815.0
Leping,28.978,117.152,China,753787.0
Colombo,6.9167,79.8333,Sri Lanka,752993.0
Nerima,35.7356,139.6517,Japan,752608.0
Natal,-5.795,-35.2089,Brazil,751300.0
Lichuan,30.291,108.9364,China,750670.0
Pendik,40.8747,29.235,Turkey,750435.0
Gdańsk,54.3475,18.6453,Poland,749786.0
Licheng,31.4306,119.4788,China,749522.0
Santo André,-23.6533,-46.528,Brazil,748919.0
Andijon,40.7833,72.3333,Uzbekistan,747800.0
Gaalkacyo,6.7697,47.4308,Somalia,745000.0
Ōta-ku,35.5614,139.7161,Japan,744849.0
Thiruvananthapuram,8.5241,76.9366,India,743691.0
Nampula,-15.1167,39.2667,Mozambique,743000.0
Zhuanghe,39.681,122.967,China,742496.0
Kyaukse,21.6131,96.1303,Burma,741071.0
Tulsa,36.1283,-95.9042,United States,740620.0
Chengguan,35.4623,113.8054,China,740435.0
Bağcılar,41.0344,28.8564,Turkey,740069.0
Bouaké,7.6833,-5.0331,Côte d’Ivoire,740000.0
Cabinda,-5.56,12.19,Angola,739182.0
Kumamoto,32.8031,130.7078,Japan,738385.0
Kermān,30.2625,57.0575,Iran,738374.0
Lingbao Chengguanzhen,34.5176,110.8942,China,736300.0
Orūmīyeh,37.5439,45.0647,Iran,736224.0
Quebec City,46.8139,-71.2081,Canada,733156.0
Taihe,30.871,105.388,China,732380.0
Yanggok,37.6333,127.2167,"Korea, South",732376.0
Zhongba,31.771,104.755,China,731343.0
Osogbo,7.7667,4.5667,Nigeria,731000.0
Sizhan,38.9846,106.3828,China,730400.0
Suohe,34.7833,113.35,China,730135.0
Xiangxiang,27.7186,112.5502,China,730103.0
Hamilton,43.2567,-79.8692,Canada,729560.0
Songyang,34.4553,113.0253,China,729332.0
Cagayan de Oro,8.48,124.65,Philippines,728402.0
Qian’an,39.999,118.701,China,728160.0
Shuangqiao,35.067,112.602,China,727265.0
Chaohucun,31.6244,117.8902,China,727162.0
Manama,26.2233,50.5875,Bahrain,727000.0
Zouping,36.863,117.743,China,726722.0
Charleston,32.8168,-79.9687,United States,726389.0
Uvira,-3.4,29.15,Congo (Kinshasa),726000.0
Durgāpur,23.55,87.32,India,726000.0
An Najaf,32.029,44.3396,Iraq,724700.0
Fresno,36.783,-119.7939,United States,724547.0
Cencheng,22.9167,111.0,China,724364.0
Umraniye,41.0311,29.1081,Turkey,723760.0
Sorocaba,-23.5019,-47.4578,Brazil,723574.0
Guli,28.9,120.0333,China,723490.0
Sagamihara,35.5667,139.3667,Japan,722973.0
Laixi,36.8667,120.5333,China,720103.0
Okayama,34.65,133.9167,Japan,720043.0
Concepción,-36.8282,-73.0514,Chile,719944.0
San Pedro Sula,15.5062,-88.0249,Honduras,719064.0
Mississauga,43.6,-79.65,Canada,717961.0
Changsha,22.3773,112.6982,China,717700.0
Lviv,49.8425,24.0322,Ukraine,717273.0
Shihezi,44.3054,86.0804,China,717000.0
Valenzuela,14.7,120.98,Philippines,714978.0
Huambo,-12.7767,15.7347,Angola,713134.0
Xichang,27.8944,102.2644,China,712434.0
Guangshui,31.617,113.826,China,710900.0
Zaporizhzhia,47.85,35.1175,Ukraine,710052.0
Bhiwandi,19.2967,73.0631,India,709665.0
Gaoyou,32.845,119.508,China,709572.0
Chengxiang,31.564,121.174,China,709500.0
Bhīlwāra,25.35,74.63,India,709483.0
Oslo,59.9133,10.7389,Norway,709037.0
George Town,5.4136,100.3294,Malaysia,708127.0
Bristol,51.4536,-2.5975,United Kingdom,707412.0
Zunhua,40.189,117.966,China,707047.0
Sahāranpur,29.9639,77.5458,India,705478.0
Yenimahalle,39.9719,32.8119,Turkey,704652.0
Warangal,17.9689,79.5941,India,704570.0
Nampo,38.7356,125.4089,"Korea, North",703317.0
Dasmariñas,14.33,120.94,Philippines,703141.0
Shiliguri,26.71,88.43,India,701489.0
Boosaaso,11.28,49.18,Somalia,700906.0
Parachinar,33.9,70.1,Pakistan,700000.0
Latakia,35.54,35.78,Syria,700000.0
Tongchuan,34.897,108.945,China,698322.0
Xindi,29.827,113.476,China,698188.0
Edogawa,35.7,139.8833,Japan,697932.0
General Santos,6.12,125.17,Philippines,697315.0
Ḩamāh,35.1503,36.73,Syria,696863.0
Rochester,43.168,-77.6162,United States,694707.0
Bauchi,10.5,10.0,Nigeria,693700.0
Salem,11.65,78.15,India,693236.0
Sinnūris,29.4072,30.8667,Egypt,692701.0
Cocody,5.3351,-4.0039,Côte d’Ivoire,692583.0
Lokoja,7.8019,6.7442,Nigeria,692050.0
Guadalupe,25.6775,-100.2597,Mexico,691931.0
Selçuklu,37.8814,32.4922,Turkey,690667.0
Karbalā’,32.6167,44.0333,Iraq,690100.0
Borvāyeh-ye Al Bū ‘Azīz,31.6283,48.6147,Iran,690000.0
City of Parañaque,14.5008,120.9915,Philippines,689992.0
Taihecun,45.771,131.003,China,689611.0
Mamak,39.9422,32.9231,Turkey,687535.0
Jianshe,34.2137,113.7629,China,687130.0
Zaragoza,41.65,-0.8833,Spain,686986.0
Shishi,24.7167,118.7,China,685930.0
Shizuoka,34.9756,138.3828,Japan,685589.0
